OrganizationNumber,OrganizationName,boro_name,Fax,Phone,URL,latitude,longitude,Census Tract,Address1,City,Postcode,focus1,focus2,focus3,focus4,focus5,focus6,focus7,focus8,focus9,focus10,focus11,focus12,focus13,focus14,fofcus15,focus16,focus17,focus18,focus19,focus20,focus21,focus22,focus23
763,Institute for the Puerto Rican/Hispanic Elderly,MANHATTAN,7184783844,7184787171,,40.746172,-73.890208,267,"75-01 Broadway, 3rd floor",Elmhurst,11373,Aging,Arts & Culture,Counseling & Support Groups,Employment & Job Training,,,,,,,,,,,,,,,,,,,
1652,Institute for the Puerto Rican/Hispanic Elderly,BROOKLYN,7184783844,7184787171,,40.746172,-73.890208,267,"75-01 Broadway, 3rd floor",Elmhurst,11373,Aging,Arts & Culture,Counseling & Support Groups,Employment & Job Training,,,,,,,,,,,,,,,,,,,
85,"Hospital Audiences, Inc.",BRONX,2125757669,2125757676,http://www.hainyc.org/,40.723624,-73.99829,43,548 Broadway,New York,10012,Aging,Arts & Culture,Disabilities,Domestic Violence,Education,Health,Homelessness,Housing,Veterans & Military Families,Victim Services,Youth Services,,,,,,,,,,,,
787,"Hospital Audiences, Inc.",MANHATTAN,2125757669,2125757676,http://www.hainyc.org/,40.723624,-73.99829,43,548 Broadway,New York,10012,Aging,Arts & Culture,Disabilities,Domestic Violence,Education,Health,Homelessness,Housing,Veterans & Military Families,Victim Services,Youth Services,,,,,,,,,,,,
1197,"Hospital Audiences, Inc.",QUEENS,2125757669,2125757676,http://www.hainyc.org/,40.723624,-73.99829,43,548 Broadway,New York,10012,Aging,Arts & Culture,Disabilities,Domestic Violence,Education,Health,Homelessness,Housing,Veterans & Military Families,Victim Services,Youth Services,,,,,,,,,,,,
1405,"Hospital Audiences, Inc.",STATENIS,2125757669,2125757676,http://www.hainyc.org/,40.723624,-73.99829,43,548 Broadway,New York,10012,Aging,Arts & Culture,Disabilities,Domestic Violence,Education,Health,Homelessness,Housing,Veterans & Military Families,Victim Services,Youth Services,,,,,,,,,,,,
1752,"Hospital Audiences, Inc.",BROOKLYN,2125757669,2125757676,http://www.hainyc.org/,40.723624,-73.99829,43,548 Broadway,New York,10012,Aging,Arts & Culture,Disabilities,Domestic Violence,Education,Health,Homelessness,Housing,Veterans & Military Families,Victim Services,Youth Services,,,,,,,,,,,,
35,"First Saturday in October, Inc.",BRONX,7185905814,7185907789,,,,,"198 East 161st St, Ste. 201",Bronx,,Aging,Arts & Culture,Education,Health,Immigration,Youth Services,,,,,,,,,,,,,,,,,
367,"Fort Washington Houses Services for the Elderly, Inc.",MANHATTAN,,2129275600,,40.83851,-73.943738,247,99 Fort Washington Avenue,New York,10032,Aging,Arts & Culture,Education,Health,,,,,,,,,,,,,,,,,,,
468,92nd Street YM-YMHA,MANHATTAN,2124155578,2124155500,http://www.92y.org/,,,,1395 Lexington Ave.,New York,,Aging,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,
451,Goddard-Riverside Community Center,MANHATTAN,,2128736600,,40.788242,-73.970904,173,594 Columbus Avenue,New York,10024,Aging,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,
1129,National Council of Young Israel. Young Israel of Forest Hills.,QUEENS,7182633120,7185202305,http://www.find-us.net/youngisrael/,,,,68-07 Burns St.,Forest Hills,,Aging,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,
297,"Lincoln Square Neighborhood Center, Inc.",MANHATTAN,,2128740860,http://www.lsncny.org/,40.77501,-73.98689,151,250 West 65th Street,New York,10023,Aging,Arts & Culture,Youth Services,,,,,,,,,,,,,,,,,,,,
588,ICD-International Center for the Disabled,MANHATTAN,,2125856000,http://www.icdnyc.org,40.737826,-73.978717,64,340 East 24th Street,New York,10010,Aging,Business,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Health,Veterans & Military Families,,,,,,,,,,,,,,
1704,COMMUNITY BOARD 1 CERT TEAM,BROOKLYN,,9174421645,,40.707949,-73.951621,527,366 HEWES STREET,BROOKLYN,11211,Aging,Business,Community Service & Volunteerism,Disabilities,Education,,,,,,,,,,,,,,,,,,
165,"Gamma Phi Delta Sorority, Inc. - Beta Lambda Chapter",BRONX,,5168492321,http://www.gpd-newyork.org,,,,,Manhattan,,Aging,Business,Community Service & Volunteerism,Education,Professional Association,Youth Services,,,,,,,,,,,,,,,,,
864,"Gamma Phi Delta Sorority, Inc. - Beta Lambda Chapter",MANHATTAN,,5168492321,http://www.gpd-newyork.org,,,,,Manhattan,,Aging,Business,Community Service & Volunteerism,Education,Professional Association,Youth Services,,,,,,,,,,,,,,,,,
1270,"Gamma Phi Delta Sorority, Inc. - Beta Lambda Chapter",QUEENS,,5168492321,http://www.gpd-newyork.org,,,,,Manhattan,,Aging,Business,Community Service & Volunteerism,Education,Professional Association,Youth Services,,,,,,,,,,,,,,,,,
1470,"Gamma Phi Delta Sorority, Inc. - Beta Lambda Chapter",STATENIS,,5168492321,http://www.gpd-newyork.org,,,,,Manhattan,,Aging,Business,Community Service & Volunteerism,Education,Professional Association,Youth Services,,,,,,,,,,,,,,,,,
1832,"Gamma Phi Delta Sorority, Inc. - Beta Lambda Chapter",BROOKLYN,,5168492321,http://www.gpd-newyork.org,,,,,Manhattan,,Aging,Business,Community Service & Volunteerism,Education,Professional Association,Youth Services,,,,,,,,,,,,,,,,,
706,Henry Street Settlement Neighborhood Resource Center,MANHATTAN,2124712409,2124712400,http://www.henrystreet.org,40.71454,-73.984171,202,281 East Broadway,New York,10002,Aging,Business,Counseling & Support Groups,Disabilities,Housing,Immigration,Legal Services,Personal Finance & Financial Education,Victim Services,,,,,,,,,,,,,,
473,"Harlem Congregations for Community Improvement, Inc.",MANHATTAN,2122818102,2122814887,http://www.hcci.org,40.827375,-73.938591,236,2854 Frederick Douglass Blvd.,New York,10039,Aging,Business,Counseling & Support Groups,Employment & Job Training,Health,,,,,,,,,,,,,,,,,,
1380,"Northfield Community Local Development Corp. of Staten Islalnd, Inc.",STATENIS,7189813441,7184427351,,40.636179,-74.131816,207,160 Heberton Avenue,Staten Island,10302,Aging,Business,Education,Housing,Immigration,,,,,,,,,,,,,,,,,,
1672,Council of Jewish Organizations of Flatbush (COJO Flatbush),BROOKLYN,,7183772900,http://ww.cojoflatbush.org,40.619517,-73.964188,454,1550 Coney Island Avenue,Brooklyn,11230,Aging,Business,Employment & Job Training,Housing,Immigration,Legal Services,Personal Finance & Financial Education,,,,,,,,,,,,,,,,
142,Henry Street Settlement Community Consultation Center,BRONX,2125714132,2122335032,http://www.henrystreet.org,40.71288,-73.985038,201,40 Montgomery Street,New York,10002,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Health,Housing,Immigration,Legal Services,Victim Services,,,,,,,,,,,,
841,Henry Street Settlement Community Consultation Center,MANHATTAN,2125714132,2122335032,http://www.henrystreet.org,40.71288,-73.985038,201,40 Montgomery Street,New York,10002,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Health,Housing,Immigration,Legal Services,Victim Services,,,,,,,,,,,,
1248,Henry Street Settlement Community Consultation Center,QUEENS,2125714132,2122335032,http://www.henrystreet.org,40.71288,-73.985038,201,40 Montgomery Street,New York,10002,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Health,Housing,Immigration,Legal Services,Victim Services,,,,,,,,,,,,
1448,Henry Street Settlement Community Consultation Center,STATENIS,2125714132,2122335032,http://www.henrystreet.org,40.71288,-73.985038,201,40 Montgomery Street,New York,10002,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Health,Housing,Immigration,Legal Services,Victim Services,,,,,,,,,,,,
1809,Henry Street Settlement Community Consultation Center,BROOKLYN,2125714132,2122335032,http://www.henrystreet.org,40.71288,-73.985038,201,40 Montgomery Street,New York,10002,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Health,Housing,Immigration,Legal Services,Victim Services,,,,,,,,,,,,
1595,Brooklyn Bureau of Community Service,BROOKLYN,7188551517,7183105600,http://www.bbcs.org,40.687759,-73.982898,37,285 Schermerhorn Street,Brooklyn,11217,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Employment & Job Training,Housing,Victim Services,,,,,,,,,,,,,,,
97,Veterans Health Administration (VHA),BRONX,2129513382,2126867500,http://vaww.visn3.med.va.gov/index.asp,40.73647,-73.977732,62,423 East 23rd Street,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Health,Homelessness,Housing,Veterans & Military Families,,,,,,,,,,,,,,
797,Veterans Health Administration (VHA),MANHATTAN,2129513382,2126867500,http://vaww.visn3.med.va.gov/index.asp,40.73647,-73.977732,62,423 East 23rd Street,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Health,Homelessness,Housing,Veterans & Military Families,,,,,,,,,,,,,,
1207,Veterans Health Administration (VHA),QUEENS,2129513382,2126867500,http://vaww.visn3.med.va.gov/index.asp,40.73647,-73.977732,62,423 East 23rd Street,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Health,Homelessness,Housing,Veterans & Military Families,,,,,,,,,,,,,,
1414,Veterans Health Administration (VHA),STATENIS,2129513382,2126867500,http://vaww.visn3.med.va.gov/index.asp,40.73647,-73.977732,62,423 East 23rd Street,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Health,Homelessness,Housing,Veterans & Military Families,,,,,,,,,,,,,,
1764,Veterans Health Administration (VHA),BROOKLYN,2129513382,2126867500,http://vaww.visn3.med.va.gov/index.asp,40.73647,-73.977732,62,423 East 23rd Street,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Education,Health,Homelessness,Housing,Veterans & Military Families,,,,,,,,,,,,,,
149,The Salvation Army,BRONX,,2123377200,http://www.use.salvationarmy.org/gnyd,40.737704,-73.997676,71,120 West 14th Street,New York,10011,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Housing,,,,,,,,,,,,,,,,,,
848,The Salvation Army,MANHATTAN,,2123377200,http://www.use.salvationarmy.org/gnyd,40.737704,-73.997676,71,120 West 14th Street,New York,10011,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Housing,,,,,,,,,,,,,,,,,,
1255,The Salvation Army,QUEENS,,2123377200,http://www.use.salvationarmy.org/gnyd,40.737704,-73.997676,71,120 West 14th Street,New York,10011,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Housing,,,,,,,,,,,,,,,,,,
1455,The Salvation Army,STATENIS,,2123377200,http://www.use.salvationarmy.org/gnyd,40.737704,-73.997676,71,120 West 14th Street,New York,10011,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Housing,,,,,,,,,,,,,,,,,,
1816,The Salvation Army,BROOKLYN,,2123377200,http://www.use.salvationarmy.org/gnyd,40.737704,-73.997676,71,120 West 14th Street,New York,10011,Aging,Child Care & Parent Information,Counseling & Support Groups,Disabilities,Housing,,,,,,,,,,,,,,,,,,
255,Family Justice Centers,BRONX,,2126399675,http://www.nyc.gov/html/ocdv/html/fjc/fjc.shtml,,,,,New York,,Aging,Child Care & Parent Information,Counseling & Support Groups,Domestic Violence,Education,Employment & Job Training,Housing,Immigration,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",Victim Services,,,,,,,,,,,,
953,Family Justice Centers,MANHATTAN,,2126399675,http://www.nyc.gov/html/ocdv/html/fjc/fjc.shtml,,,,,New York,,Aging,Child Care & Parent Information,Counseling & Support Groups,Domestic Violence,Education,Employment & Job Training,Housing,Immigration,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",Victim Services,,,,,,,,,,,,
1358,Family Justice Centers,QUEENS,,2126399675,http://www.nyc.gov/html/ocdv/html/fjc/fjc.shtml,,,,,New York,,Aging,Child Care & Parent Information,Counseling & Support Groups,Domestic Violence,Education,Employment & Job Training,Housing,Immigration,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",Victim Services,,,,,,,,,,,,
1554,Family Justice Centers,STATENIS,,2126399675,http://www.nyc.gov/html/ocdv/html/fjc/fjc.shtml,,,,,New York,,Aging,Child Care & Parent Information,Counseling & Support Groups,Domestic Violence,Education,Employment & Job Training,Housing,Immigration,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",Victim Services,,,,,,,,,,,,
1922,Family Justice Centers,BROOKLYN,,2126399675,http://www.nyc.gov/html/ocdv/html/fjc/fjc.shtml,,,,,New York,,Aging,Child Care & Parent Information,Counseling & Support Groups,Domestic Violence,Education,Employment & Job Training,Housing,Immigration,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",Victim Services,,,,,,,,,,,,
1745,Lutheran Family Health Centers,BROOKLYN,7186307295,7186307171,http://WWW.lfhc.org,,,,Family Support Center,Brooklyn,11220,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,Health,Immigration,Victim Services,,,,,,,,,,,,,,,
772,Common Ground,MANHATTAN,2123899311,2123899300,http://www.commonground.org,40.753047,-73.99285,111,505 Eighth Avenue,New York,10018,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,Homelessness,Housing,Personal Finance & Financial Education,Veterans & Military Families,,,,,,,,,,,,,,
1191,Common Ground,QUEENS,2123899311,2123899300,http://www.commonground.org,40.753047,-73.99285,111,505 Eighth Avenue,New York,10018,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,Homelessness,Housing,Personal Finance & Financial Education,Veterans & Military Families,,,,,,,,,,,,,,
1742,Common Ground,BROOKLYN,2123899311,2123899300,http://www.commonground.org,40.753047,-73.99285,111,505 Eighth Avenue,New York,10018,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,Homelessness,Housing,Personal Finance & Financial Education,Veterans & Military Families,,,,,,,,,,,,,,
20,Phipps Community Development Corporation,BRONX,2123665108,2122439090,http://www.phippsny.org/pcdc,40.739279,-73.989726,52,902 Broadway,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,Housing,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,
774,Phipps Community Development Corporation,MANHATTAN,2123665108,2122439090,http://www.phippsny.org/pcdc,40.739279,-73.989726,52,902 Broadway,New York,10010,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,Housing,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,
71,"Riverdale Neighborhood House, Inc.",BRONX,7188841645,7185498100,http://www.riverdaleonline.org,40.903039,-73.90375,337,5521 Mosholu Avenue,Bronx,10471,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Employment & Job Training,,,,,,,,,,,,,,,,,,
78,Morris Heights Health Center,BRONX,7182946912,7187164400,http://www.mhhc.org,40.854655,-73.91063,251,85 West Burnside Avenue,Bronx,10453,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Health,,,,,,,,,,,,,,,,,,
1736,Brooklyn Chinese-American Association,BROOKLYN,7184388303,7184380008,http://www.bca.net,40.641028,-74.003816,108,5002 8th Avenue,Brooklyn,11220,Aging,Child Care & Parent Information,Counseling & Support Groups,Education,Housing,Immigration,Victim Services,,,,,,,,,,,,,,,,
32,Citizens Advice Bureau,BRONX,7183650697,7183650910,http://www.cabny.org,40.853493,-73.905278,241,2054 Morris Avenue,Bronx,10453,Aging,Child Care & Parent Information,Counseling & Support Groups,Employment & Job Training,Homelessness,Housing,Immigration,,,,,,,,,,,,,,,,
230,The Family Center,BRONX,2127661696,2127664522,http://www.thefamilycenter.org,40.753785,-73.993229,111,"315 West 36th Street, 4th Floor",New York,10018,Aging,Child Care & Parent Information,Counseling & Support Groups,Health,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,
929,The Family Center,MANHATTAN,2127661696,2127664522,http://www.thefamilycenter.org,40.753785,-73.993229,111,"315 West 36th Street, 4th Floor",New York,10018,Aging,Child Care & Parent Information,Counseling & Support Groups,Health,Legal Services,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,
