Protest,Region,Country,Location,Start_day,Start_month,Start_year,End_day,End_month,End_year,Protester_violence,Protester_identity,Protester_demand,State_response_level,State_response,,Participants_estimate,Participants_low,Participants_high,Participants_average
1690,Europe,Spain,Barcelona,26,8,2017,26,8,2017,0,human rights activists,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1691,Europe,Spain,Barcelona,11,9,2017,11,9,2017,0,Catalans,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1693,Europe,Spain,Barcelona,2,10,2017,3,10,2017,0,Catalans,police brutality,2,ignore,,1000-1999,1000,1999,1500
1695,Europe,Spain,Barcelona,17,10,2017,17,10,2017,0,Catalans,police brutality,2,ignore,,1000-1999,1000,1999,1500
1696,Europe,Spain,Barcelona,21,10,2017,21,10,2017,0,Catalans,police brutality,2,ignore,,100-999,100,999,550
1697,Europe,Spain,Barcelona,27,10,2017,27,10,2017,0,Catalans,"political behavior, process",2,ignore,,100-999,100,999,550
1698,Europe,Spain,Barcelona,29,10,2017,29,10,2017,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1700,Europe,Spain,Barcelona,11,11,2017,11,11,2017,0,Catalans,police brutality,2,ignore,,100-999,100,999,550
1701,Europe,Spain,Barcelona,4,3,2018,4,3,2018,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1704,Europe,Spain,Barcelona,15,4,2018,15,4,2018,0,National Catalan Assembly; Omnium Cultural,social restrictions,2,ignore,,100-999,100,999,550
1688,Europe,Spain,Barcelona,18,2,2017,18,2,2017,0,Casa Nostra Casa Vostra,"political behavior, process",2,ignore,,100-999,100,999,550
1615,Europe,Spain,Barcelona,24,9,2017,24,9,2017,0,Catalans,"political behavior, process",2,ignore,,100-999,100,999,550
1616,Europe,Spain,Barcelona,28,9,2017,28,9,2017,0,Catalans,"political behavior, process",2,ignore,,100-999,100,999,550
1617,Europe,Spain,Barcelona,8,11,2017,8,11,2017,0,Catalans,police brutality,2,ignore,,100-999,100,999,550
1685,Europe,Spain,Barcelona,11,9,2016,11,9,2016,0,pro independence demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
1707,Europe,Spain,Barcelona,1,10,2018,1,10,2018,1,secessionists; catalans,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1723,Europe,Switzerland,Basel,16,5,2014,16,5,2014,0,UNIA trade union federation,labor wage dispute,2,ignore,,100-999,100,999,550
1963,Europe,United Kingdom,Basildon,19,10,2011,19,10,2011,1,residents of an encampment,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
384,Europe,France,Bayonne,1,3,2012,1,3,2012,0,"Basque nationalists, opposition supporters","political behavior, process",2,ignore,,100-999,100,999,550
425,Europe,France,Beaucaire,15,1,2018,15,1,2018,0,residents,social restrictions,2,ignore,,100-999,100,999,550
1060,Europe,Ireland,Belcoo,8,8,2014,8,8,2014,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1854,Europe,United Kingdom,Belfast,13,7,2012,13,7,2012,1,Militant Catholic Youths ,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1856,Europe,United Kingdom,Belfast,12,7,2013,12,7,2013,1,"Loyalists, Unionists, Orange Order","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1857,Europe,United Kingdom,Belfast,13,7,2013,13,7,2013,1,"Loyalists, Unionists, Orange Order","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1858,Europe,United Kingdom,Belfast,14,7,2013,14,7,2013,1,"Loyalists, Unionists, Orange Order","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1859,Europe,United Kingdom,Belfast,15,7,2013,15,7,2013,1,"Loyalists, Unionists, Orange Order","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1860,Europe,United Kingdom,Belfast,9,8,2013,9,8,2013,1,Loyalists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1938,Europe,United Kingdom,Belfast,8,1,2013,8,1,2013,0,Loyalists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1970,Europe,United Kingdom,Belfast,2,9,2012,4,9,2012,1,Loyalists ,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1972,Europe,United Kingdom,Belfast,18,10,2012,18,10,2012,0,Anti Choice Demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
1974,Europe,United Kingdom,Belfast,7,1,2013,7,1,2013,1,Loyalists,"political behavior, process",5,beatings,,100-999,100,999,550
1975,Europe,United Kingdom,Belfast,12,1,2013,12,1,2013,1,Loyalists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1897,Europe,United Kingdom,Belfast,10,9,2018,10,9,2018,0,Campaigners saying that the British government should release more funding for judges to allow more Troubles killings to be investigated,"political behavior, process",1,accomodate,,100-999,100,999,550
1944,Europe,United Kingdom,Belfast,29,3,2018,29,3,2018,0,"Protesters responding to the controversy generated by the Belfast rape trial, including the group Reclaim The Night in Belfast","political behavior, process",2,ignore,,100-999,100,999,550
95,Europe,Belgium,Belgium,8,12,2018,8,12,2018,1,Yellow Vests protesters against economic distress,"political behavior, process",4,arrests,,100-999,100,999,550
1560,Europe,Serbia,Belgrade,3,4,2017,3,4,2017,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1561,Europe,Serbia,Belgrade,8,12,2018,8,12,2018,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1562,Europe,Serbia,Belgrade,15,12,2018,15,12,2018,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1564,Europe,Serbia,Belgrade,19,1,2019,19,1,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1565,Europe,Serbia,Belgrade,26,1,2019,26,1,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1566,Europe,Serbia,Belgrade,27,9,2014,27,9,2014,0,Gay pride activists ,social restrictions,2,ignore,,100-999,100,999,550
1568,Europe,Serbia,Belgrade,16,1,2019,16,1,2019,0,activists,police brutality,2,ignore,,100-999,100,999,550
1569,Europe,Serbia,Belgrade,24,6,2017,25,6,2017,0,gays,social restrictions,2,ignore,,100-999,100,999,550
1570,Europe,Serbia,Belgrade,17,9,2017,17,9,2017,0,gays,social restrictions,2,ignore,,100-999,100,999,550
1571,Europe,Serbia,Belgrade,22,12,2018,22,12,2018,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1572,Europe,Serbia,Belgrade,29,12,2018,29,12,2018,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1559,Europe,Serbia,Belgrade,29,5,2011,29,5,2011,1,pro Mladic ultra nationalists,"political behavior, process",5,beatings,,100-999,100,999,550
1563,Europe,Serbia,Belgrade,5,1,2019,5,1,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1567,Europe,Serbia,Belgrade,18,3,2019,18,3,2019,0,students,police brutality,2,ignore,,100-999,100,999,550
1573,Europe,Serbia,Belgrade,12,1,2019,12,1,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1574,Europe,Serbia,Belgrade,2,2,2019,2,2,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1575,Europe,Serbia,Belgrade,9,2,2019,9,2,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1576,Europe,Serbia,Belgrade,16,2,2019,16,2,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1577,Europe,Serbia,Belgrade,23,2,2019,23,2,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1578,Europe,Serbia,Belgrade,2,3,2019,2,3,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1579,Europe,Serbia,Belgrade,9,3,2019,9,3,2019,0,opposition,removal of politician,2,ignore,,100-999,100,999,550
1580,Europe,Serbia,Belgrade,16,3,2019,17,3,2019,0,opposition,removal of politician,3,crowd_dispersal,,100-999,100,999,550
1154,Europe,Italy,Bergamo,27,8,2010,27,8,2010,1,soccer hooligans,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
502,Europe,Germany,Berlin,25,5,2009,25,5,2009,0,dairy farmers,labor wage dispute,2,ignore,,100-999,100,999,550
504,Europe,Germany,Berlin,27,5,2018,27,5,2018,0,anti immigrant,"political behavior, process",2,ignore,,100-999,100,999,550
507,Europe,Germany,Berlin,15,3,2009,15,3,2009,0,women,social restrictions,2,ignore,,100-999,100,999,550
510,Europe,Germany,Berlin,20,8,2013,20,8,2013,0,far right extremists,"political behavior, process",4,arrests,,100-999,100,999,550
511,Europe,Germany,Berlin,15,2,2015,15,2,2015,0,,"political behavior, process",2,ignore,,>10000,10000,10000,10000
513,Europe,Germany,Berlin,17,7,2015,17,7,2015,0,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",2,ignore,,>10000,10000,10000,10000
516,Europe,Germany,Berlin,30,10,2015,30,10,2015,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
537,Europe,Germany,Berlin,2,8,2017,2,8,2017,0,environmentalists,"price increases, tax policy",2,ignore,,50-99,50,99,75
570,Europe,Germany,Berlin,15,3,2018,28,3,2018,0,women,social restrictions,2,ignore,,2000-4999,2000,4999,3500
574,Europe,Germany,Berlin,12,6,2010,12,6,2010,1,protesters,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
652,Europe,Germany,Berlin,28,5,2016,28,5,2016,0,Turks,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
659,Europe,Germany,Berlin,9,7,2016,10,7,2016,1,anti fascist and far left movement,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
678,Europe,Germany,Berlin,3,10,2018,3,10,2018,0,neo nazis,"political behavior, process",2,ignore,,100-999,100,999,550
681,Europe,Germany,Berlin,1,8,2015,1,8,2015,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
686,Europe,Germany,Berlin,29,10,2010,29,10,2010,0,Hochtief employees,"political behavior, process",2,ignore,,100-999,100,999,550
687,Europe,Germany,Berlin,26,2,2011,26,2,2011,0,protesters,removal of politician,1,accomodate,,100-999,100,999,550
688,Europe,Germany,Berlin,12,4,2011,12,4,2011,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
703,Europe,Germany,Berlin,2,7,2016,2,7,2016,0,al Quds day demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
707,Europe,Germany,Berlin,18,9,2010,18,9,2010,0,anti nuclear demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
725,Europe,Germany,Berlin,10,10,2015,10,10,2015,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
728,Europe,Germany,Berlin,27,5,2018,27,5,2018,0,anti hate activists,"political behavior, process",2,ignore,,>10000,10000,10000,10000
730,Europe,Germany,Berlin,13,10,2018,13,10,2018,0,anti hate activists;  unteilbar,"political behavior, process",2,ignore,,>10000,10000,10000,10000
573,Europe,Germany,Berlin,1,5,2010,1,5,2010,1,"anti facists, anarchists, right wing demonstrators, left wing demonstrators, trade unions, Neo Nazis","political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
675,Europe,Germany,Berlin,25,4,2018,25,4,2018,0,activists,"political behavior, process",2,ignore,,50-99,50,99,75
679,Europe,Germany,Berlin,19,1,2019,19,1,2019,0,women,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
731,Europe,Germany,Berlin,15,2,2019,15,2,2019,0,students,"political behavior, process",2,ignore,,>10000,10000,10000,10000
704,Europe,Germany,Berlin,15,3,2017,15,3,2017,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
727,Europe,Germany,Berlin,1,5,2017,1,5,2017,0,May Day,labor wage dispute,2,ignore,,100-999,100,999,550
1686,Europe,Spain,Bilbao,14,1,2017,14,1,2017,0,Basques,police brutality,2,ignore,,100-999,100,999,550
1935,Europe,United Kingdom,Bilston,14,3,2009,14,3,2009,0,"protesters, MPs, and Union leaders","political behavior, process",2,ignore,,100-999,100,999,550
1839,Europe,United Kingdom,Birmingham,17,3,2009,17,3,2009,0,"parents, students, and staff","political behavior, process",2,ignore,,50-99,50,99,75
1880,Europe,United Kingdom,Birmingham,26,6,2016,26,6,2016,0,far right demonstrators,"political behavior, process",4,arrests,,50-99,50,99,75
1902,Europe,United Kingdom,Blackheath,28,8,2009,3,9,2009,0,Climate Camp,"political behavior, process",2,ignore,,50-99,50,99,75
417,Europe,France,Bobigny,5,2,2017,16,2,2017,1,youths,police brutality,3,crowd_dispersal,,2000-4999,2000,4999,3500
1142,Europe,Italy,Bologna,16,2,2018,16,2,2018,0,Anti Fascists,social restrictions,3,crowd_dispersal,,100-999,100,999,550
690,Europe,Germany,Bonn,6,5,2012,6,5,2012,1,Muslims,police brutality,3,crowd_dispersal,,>10000,10000,10000,10000
693,Europe,Germany,Bonn,20,9,2014,20,9,2014,0,Rhine Valley residents,"political behavior, process",2,ignore,,>10000,10000,10000,10000
402,Europe,France,Bordeaux,15,2,2016,15,2,2016,0,locals,"political behavior, process",1,accomodate,,5000-10000,5000,10000,7500
432,Europe,France,Bordeaux,19,12,2018,19,12,2018,0,police officers,labor wage dispute,1,accomodate,,5000-10000,5000,10000,7500
1718,Europe,Sweden,Borlange,1,5,2016,1,5,2016,0,neo Nazis,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
2007,Europe,United Kingdom,Bradford,3,2,2017,3,2,2017,0,demonstrators in masks,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1420,Europe,Romania,Brasov,15,2,2016,15,2,2016,0,police officers,"political behavior, process",2,ignore,,50-99,50,99,75
1582,Europe,Slovak Republic,Bratislava,18,5,2017,18,5,2017,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1583,Europe,Slovak Republic,Bratislava,13,4,2018,13,4,2018,0,activists,police brutality,2,ignore,,50-99,50,99,75
1584,Europe,Slovak Republic,Bratislava,27,4,2018,27,4,2018,0,activists,police brutality,2,ignore,,50-99,50,99,75
1585,Europe,Slovak Republic,Bratislava,11,5,2018,11,5,2018,0,activists,police brutality,2,ignore,,50-99,50,99,75
1586,Europe,Slovak Republic,Bratislava,25,5,2018,25,5,2018,0,activists,police brutality,2,ignore,,50-99,50,99,75
1587,Europe,Slovak Republic,Bratislava,22,6,2018,22,6,2018,0,farmers; activists,police brutality,2,ignore,,50-99,50,99,75
1588,Europe,Slovak Republic,Bratislava,26,11,2012,26,11,2012,0,teachers,labor wage dispute,2,ignore,,50-99,50,99,75
1589,Europe,Slovak Republic,Bratislava,20,6,2015,20,6,2015,1,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1590,Europe,Slovak Republic,Bratislava,1,3,2010,1,3,2010,0,students and teachers,"political behavior, process",2,ignore,,50-99,50,99,75
1591,Europe,Slovak Republic,Bratislava,12,9,2015,12,9,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1592,Europe,Slovak Republic,Bratislava,30,4,2014,30,4,2014,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1593,Europe,Slovak Republic,Bratislava,19,6,2018,19,6,2018,0,farmers,land farm issue,2,ignore,,50-99,50,99,75
1594,Europe,Slovak Republic,Bratislava,3,12,2018,3,12,2018,0,activists,police brutality,1,accomodate,,50-99,50,99,75
1595,Europe,Slovak Republic,Bratislava,19,2,2019,19,2,2019,0,farmers,land farm issue,2,ignore,,50-99,50,99,75
1599,Europe,Slovak Republic,Bratislava,23,3,2018,23,3,2018,0,For a Decent Slovakia,"political behavior, process",2,ignore,,50-99,50,99,75
1600,Europe,Slovak Republic,Bratislava,15,4,2018,15,4,2018,0,protesters,removal of politician,2,ignore,,50-99,50,99,75
1601,Europe,Slovak Republic,Bratislava,16,11,2018,16,11,2018,0,activists,police brutality,2,ignore,,50-99,50,99,75
1596,Europe,Slovak Republic,Bratislava,2,3,2018,2,3,2018,0,For a Decent Slovakia,"political behavior, process",2,ignore,,50-99,50,99,75
1597,Europe,Slovak Republic,Bratislava,9,3,2018,9,3,2018,0,For a Decent Slovakia,"political behavior, process",1,accomodate,,50-99,50,99,75
1598,Europe,Slovak Republic,Bratislava,16,3,2018,16,3,2018,0,For a Decent Slovakia,"political behavior, process",1,accomodate,,50-99,50,99,75
1602,Europe,Slovak Republic,Bratislava,21,2,2019,21,2,2019,0,activists,"political behavior, process",2,ignore,,50-99,50,99,75
1606,Europe,Slovenia,Brezice,21,10,2015,21,10,2015,0,migrants,"political behavior, process",2,ignore,,50-99,50,99,75
2015,Europe,United Kingdom,Brighton,22,2,2018,6,3,2018,1,Students supporting their lecturers  strike; Members of the University and College Union  UCU ,labor wage dispute,2,ignore,,50-99,50,99,75
1960,Europe,United Kingdom,Bristol,22,4,2011,22,4,2011,1,squatters,police brutality,3,crowd_dispersal,,50-99,50,99,75
1961,Europe,United Kingdom,Bristol,29,4,2011,29,4,2011,1,masked protesters,police brutality,3,crowd_dispersal,,50-99,50,99,75
375,Europe,France,Brittany,26,10,2013,26,10,2013,1,Federation of Farmers  Unions of Finist ?re,"price increases, tax policy",1,accomodate,,50-99,50,99,75
454,Europe,France,Brittany,5,11,2013,5,11,2013,1,Bonnets Rouges,"price increases, tax policy",2,ignore,,50-99,50,99,75
272,Europe,Czech Republic,Brno,1,5,2017,1,5,2017,0,neo nazis,"political behavior, process",2,ignore,,50-99,50,99,75
84,Europe,Belgium,Brussels,15,2,2016,15,2,2016,0,steel workers,"political behavior, process",2,ignore,,50-99,50,99,75
85,Europe,Belgium,Brussels,16,12,2018,16,12,2018,1,"Protesters organized by right wing Flemish parties, protesting the decision of Charles Michel, the prime minister, to sign the UN treaty on migration","political behavior, process",4,arrests,,50-99,50,99,75
87,Europe,Belgium,Brussels,6,11,2014,6,11,2014,1,protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
88,Europe,Belgium,Brussels,2,4,2016,2,4,2016,1,Flemish,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
89,Europe,Belgium,Brussels,5,9,2015,5,9,2015,1,farmers,"price increases, tax policy",3,crowd_dispersal,,50-99,50,99,75
96,Europe,Belgium,Brussels,16,12,2018,16,12,2018,0,"Protesters supporting the decision of Charles Michel, the prime minister, to sign the UN treaty on migration","political behavior, process",2,ignore,,50-99,50,99,75
98,Europe,Belgium,Brussels,28,3,2016,28,3,2016,0,neo Nazi thugs,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
